Mfr Name,Division,Carline,Hybrid (Y/N),# Cyl,City FE (MPG),Hwy FE (MPG),Comb FE (MPG),Guzzler?,Transmission,# Gears,Drive Desc,Annual Fuel Cost,Type,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),Smog Rating (Mfr Smog 1-10 Rating on Label),$ You Spend over 5 years,Tailpipe_CO2
Jaguar Land Rover L,Jaguar,F-TYPE Convertible,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,390
Jaguar Land Rover L,Jaguar,F-TYPE Convertible Manual,N,6,16,24,19,N,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,7,4250,476
Jaguar Land Rover L,Jaguar,F-TYPE Coupe,N,4,23,30,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,346
Jaguar Land Rover L,Jaguar,F-TYPE Coupe,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,390
Jaguar Land Rover L,Jaguar,F-TYPE Coupe Manual,N,6,16,24,19,N,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,7,4250,476
Jaguar Land Rover L,Jaguar,F-TYPE R AWD Convertible,N,8,15,23,18,N,Automatic,8,All Wheel Drive,2350,Car,3,3,3,5000,500
Jaguar Land Rover L,Jaguar,F-TYPE R AWD Coupe,N,8,15,23,18,N,Automatic,8,All Wheel Drive,2350,Car,3,3,3,5000,500
Jaguar Land Rover L,Jaguar,F-TYPE S AWD Convertible,N,6,18,26,21,N,Automatic,8,All Wheel Drive,2000,Car,4,4,7,3250,426
Jaguar Land Rover L,Jaguar,F-TYPE S AWD Coupe,N,6,18,26,21,N,Automatic,8,All Wheel Drive,2000,Car,4,4,7,3250,426
Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,N,6,19,27,22,N,Automatic,8,"2-Wheel Drive, Rear",1900,Car,4,4,7,2750,407
Jaguar Land Rover L,Jaguar,F-TYPE S Convertible Manual,N,6,15,24,18,N,Manual,6,"2-Wheel Drive, Rear",2350,Car,3,3,7,5000,485
Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,N,6,19,27,22,N,Automatic,8,"2-Wheel Drive, Rear",1900,Car,4,4,7,2750,407
Jaguar Land Rover L,Jaguar,F-TYPE S Coupe Manual,N,6,15,24,18,N,Manual,6,"2-Wheel Drive, Rear",2350,Car,3,3,7,5000,485
Jaguar Land Rover L,Jaguar,XE,N,4,32,42,36,N,Automatic,8,"2-Wheel Drive, Rear",1100,Car,8,7,1,1250,284
Jaguar Land Rover L,Jaguar,XE,N,4,25,34,28,N,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,312
Jaguar Land Rover L,Jaguar,XE,N,6,21,30,24,N,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,7,2000,369
Jaguar Land Rover L,Jaguar,XE (296 Hp),N,4,24,32,27,N,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,333
Jaguar Land Rover L,Jaguar,XE AWD,N,4,30,40,34,N,Automatic,8,All Wheel Drive,1150,Car,8,7,1,1000,299
Jaguar Land Rover L,Jaguar,XE AWD,N,4,24,34,28,N,Automatic,8,All Wheel Drive,1500,Car,6,6,7,750,321
Jaguar Land Rover L,Jaguar,XE AWD,N,6,20,29,23,N,Automatic,8,All Wheel Drive,1850,Car,5,5,7,2500,383
Jaguar Land Rover L,Jaguar,XE AWD (296 Hp),N,4,22,30,25,N,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,354
Jaguar Land Rover L,Jaguar,XF,N,4,31,42,35,N,Automatic,8,"2-Wheel Drive, Rear",1150,Car,8,7,1,1000,289
Jaguar Land Rover L,Jaguar,XF,N,4,25,34,28,N,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,312
Jaguar Land Rover L,Jaguar,XF,N,6,20,29,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,377
Jaguar Land Rover L,Jaguar,XF (296 Hp),N,4,23,31,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,335
Jaguar Land Rover L,Jaguar,XF AWD,N,4,30,40,34,N,Automatic,8,All Wheel Drive,1150,Car,8,7,1,1000,299
Jaguar Land Rover L,Jaguar,XF AWD,N,4,23,33,27,N,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333
Jaguar Land Rover L,Jaguar,XF AWD,N,6,20,28,23,N,Automatic,8,All Wheel Drive,1850,Car,5,5,7,2500,390
Jaguar Land Rover L,Jaguar,XF AWD (296 Hp),N,4,22,31,25,N,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,349
Jaguar Land Rover L,Jaguar,XJ,N,6,18,27,21,N,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,7,3250,416
Jaguar Land Rover L,Jaguar,XJ,N,8,15,23,18,N,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,503
Jaguar Land Rover L,Jaguar,XJ AWD,N,6,17,26,20,N,Automatic,8,All Wheel Drive,2100,Car,4,4,7,3750,444
Jaguar Land Rover L,Jaguar,XJL,N,6,18,27,21,N,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,7,3250,418
Jaguar Land Rover L,Jaguar,XJL,N,8,15,23,18,N,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,503
Jaguar Land Rover L,Jaguar,XJL AWD,N,6,17,25,20,N,Automatic,8,All Wheel Drive,2100,Car,4,4,7,3750,450
Jaguar Land Rover L,Jaguar,XF Sportbrake AWD,N,6,18,25,21,NA,Automatic,8,All Wheel Drive,2000,Station Wagon,4,4,7,3250,428
Jaguar Land Rover L,Jaguar,F-Pace,N,4,26,33,29,NA,Automatic,8,All Wheel Drive,1350,SUV,6,5,1,0,352
Jaguar Land Rover L,Jaguar,F-Pace,N,4,22,27,24,NA,Automatic,8,All Wheel Drive,1750,SUV,5,5,7,2000,365
Jaguar Land Rover L,Jaguar,F-Pace,N,6,18,23,20,NA,Automatic,8,All Wheel Drive,2100,SUV,4,4,7,3750,446
Jaguar Land Rover L,Jaguar,F-Pace (296 Hp),N,4,22,27,24,NA,Automatic,8,All Wheel Drive,1750,SUV,5,5,7,2000,373
Jaguar Land Rover L,Jaguar,Jaguar E-Pace,N,4,21,28,24,NA,Automatic,9,All Wheel Drive,1750,SUV,5,5,7,2000,395
Jaguar Land Rover L,Jaguar,Jaguar E-Pace (296 Hp),N,4,21,27,23,NA,Automatic,9,All Wheel Drive,1850,SUV,5,5,7,2500,379
FCA US LLC,Jeep,Cherokee FWD,N,4,21,30,25,NA,Automatic,9,"2-Wheel Drive, Front",1450,SUV,5,5,7,500,361
FCA US LLC,Jeep,Cherokee FWD,N,4,21,30,25,NA,Automatic,9,"2-Wheel Drive, Front",1450,SUV,5,5,3,500,361
FCA US LLC,Jeep,Cherokee FWD,N,6,21,29,24,NA,Automatic,9,"2-Wheel Drive, Front",1600,SUV,5,5,3,1250,377
FCA US LLC,Jeep,Compass 4X2,N,4,22,31,25,NA,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,7,500,350
FCA US LLC,Jeep,Compass 4X2,N,4,23,32,26,NA,Manual,6,"2-Wheel Drive, Front",1400,SUV,5,5,3,250,339
FCA US LLC,Jeep,Renegade 4x2,N,4,24,31,26,NA,Manual,6,"2-Wheel Drive, Front",1600,SUV,5,5,3,1250,336
FCA US LLC,Jeep,Renegade 4x2,N,4,22,30,25,NA,Automatic,9,"2-Wheel Drive, Front",1450,SUV,5,5,7,500,357
FCA US LLC,Jeep,Renegade 4x2,N,4,22,30,25,NA,Automatic,9,"2-Wheel Drive, Front",1450,SUV,5,5,3,500,357
FCA US LLC,Jeep,Cherokee 4X4,N,4,21,28,23,NA,Automatic,9,All Wheel Drive,1550,SUV,5,5,3,1000,378
FCA US LLC,Jeep,Cherokee 4X4,N,4,21,28,23,NA,Automatic,9,All Wheel Drive,1550,SUV,5,5,3,1000,378
FCA US LLC,Jeep,Cherokee 4X4,N,6,20,27,23,NA,Automatic,9,All Wheel Drive,1700,SUV,5,5,3,1750,388
FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,N,4,21,27,23,NA,Automatic,9,4-Wheel Drive,1550,SUV,5,5,1,1000,385
FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,N,6,18,26,21,NA,Automatic,9,4-Wheel Drive,1850,SUV,4,4,3,2500,416
FCA US LLC,Jeep,Cherokee Trailhawk 4X4,N,4,19,25,22,NA,Automatic,9,4-Wheel Drive,1650,SUV,4,4,1,1500,412
FCA US LLC,Jeep,Cherokee Trailhawk 4X4,N,6,18,24,21,NA,Automatic,9,4-Wheel Drive,1850,SUV,4,4,3,2500,432
FCA US LLC,Jeep,Compass 4X4,N,4,22,30,25,NA,Automatic,9,All Wheel Drive,1450,SUV,5,5,7,500,358
FCA US LLC,Jeep,Compass 4X4,N,4,22,31,25,NA,Manual,6,All Wheel Drive,1450,SUV,5,5,3,500,355
FCA US LLC,Jeep,New Wrangler 4X4,N,4,23,25,24,NA,Automatic,8,4-Wheel Drive,1750,SUV,5,5,5,2000,375
FCA US LLC,Jeep,New Wrangler 4X4,N,6,18,23,20,NA,Automatic,8,4-Wheel Drive,1800,SUV,4,4,5,2250,440
FCA US LLC,Jeep,New Wrangler 4X4,N,6,17,25,20,NA,Manual,6,4-Wheel Drive,1800,SUV,4,4,5,2250,446
FCA US LLC,Jeep,New Wrangler Unlimited 4X4,N,4,22,24,22,NA,Automatic,8,4-Wheel Drive,1900,SUV,4,4,5,2750,394
FCA US LLC,Jeep,New Wrangler Unlimited 4X4,N,6,18,23,20,NA,Automatic,8,4-Wheel Drive,1800,SUV,4,4,5,2250,443
FCA US LLC,Jeep,New Wrangler Unlimited 4X4,N,6,17,23,19,NA,Manual,6,4-Wheel Drive,1900,SUV,3,3,5,2750,459
FCA US LLC,Jeep,Renegade 4x4,N,4,24,31,26,NA,Manual,6,All Wheel Drive,1600,SUV,5,5,3,1250,339
FCA US LLC,Jeep,Renegade 4x4,N,4,21,29,24,NA,Automatic,9,All Wheel Drive,1500,SUV,5,5,7,750,371
FCA US LLC,Jeep,Wrangler 4X4,N,6,17,21,18,NA,Automatic,5,4-Wheel Drive,2000,SUV,3,3,3,3250,481
FCA US LLC,Jeep,Wrangler 4X4,N,6,17,21,18,NA,Manual,6,4-Wheel Drive,2000,SUV,3,3,3,3250,480
FCA US LLC,Jeep,Wrangler Unlimited 4X4,N,6,16,20,18,NA,Automatic,5,4-Wheel Drive,2000,SUV,3,3,3,3250,504
FCA US LLC,Jeep,Wrangler Unlimited 4X4,N,6,16,21,18,NA,Manual,6,4-Wheel Drive,2000,SUV,3,3,3,3250,502
FCA US LLC,Jeep,Grand Cherokee 4X2,N,6,22,30,25,NA,Automatic,8,"2-Wheel Drive, Rear",1600,SUV,5,4,1,1250,408
FCA US LLC,Jeep,Grand Cherokee 4X2,N,6,19,26,21,NA,Automatic,8,"2-Wheel Drive, Rear",1700,SUV,4,4,5,1750,414
FCA US LLC,Jeep,Grand Cherokee 4X4,N,6,21,28,24,NA,Automatic,8,All Wheel Drive,1650,SUV,5,4,1,1500,432
FCA US LLC,Jeep,Grand Cherokee 4X4,N,6,18,25,21,NA,Automatic,8,All Wheel Drive,1700,SUV,4,4,5,1750,427
FCA US LLC,Jeep,Grand Cherokee 4X4,N,8,14,22,17,NA,Automatic,8,All Wheel Drive,2300,SUV,3,3,3,4750,533
FCA US LLC,Jeep,Grand Cherokee SRT 4x4,N,8,13,19,15,NA,Automatic,8,All Wheel Drive,2800,SUV,2,2,1,7250,592
FCA US LLC,Jeep,Grand Cherokee TrackHawk 4x4,N,8,11,17,13,NA,Automatic,8,All Wheel Drive,3250,SUV,1,1,1,9500,664
Kia,KIA MOTORS CORPORATION,Rio,N,4,28,37,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,280
Kia,KIA MOTORS CORPORATION,Rio,N,4,29,37,32,N,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,277
Kia,KIA MOTORS CORPORATION,Forte,N,4,29,37,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,279
Kia,KIA MOTORS CORPORATION,Forte,N,4,25,33,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,3,250,318
Kia,KIA MOTORS CORPORATION,Forte,N,4,25,34,28,N,Manual,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,314
Kia,KIA MOTORS CORPORATION,Optima Hybrid,Y,4,39,46,42,N,Manual,6,"2-Wheel Drive, Front",850,Car,9,9,3,2500,212
Kia,KIA MOTORS CORPORATION,Stinger AWD,N,4,21,29,24,N,Automatic,8,All Wheel Drive,1750,Car,5,5,3,2000,368
Kia,KIA MOTORS CORPORATION,Stinger AWD,N,6,19,25,21,N,Automatic,8,All Wheel Drive,2000,Car,4,4,3,3250,420
Kia,KIA MOTORS CORPORATION,Stinger RWD,N,4,22,29,25,N,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,365
Kia,KIA MOTORS CORPORATION,Stinger RWD,N,6,19,25,21,N,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,420
Kia,KIA MOTORS CORPORATION,Cadenza,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Front",1550,Car,5,5,3,1000,383
Kia,KIA MOTORS CORPORATION,Forte5,N,4,25,30,27,N,Manual,7,"2-Wheel Drive, Front",1350,Car,6,6,3,0,332
Kia,KIA MOTORS CORPORATION,Forte5,N,4,23,29,25,N,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,353
Kia,KIA MOTORS CORPORATION,Forte5,N,4,25,34,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,3,250,317
Kia,KIA MOTORS CORPORATION,K900,N,6,17,25,20,N,Automatic,8,"2-Wheel Drive, Rear",1800,Car,4,4,3,2250,448
Kia,KIA MOTORS CORPORATION,K900,N,8,15,23,18,N,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,512
Kia,KIA MOTORS CORPORATION,Optima,N,4,28,37,31,N,Manual,7,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,286
Kia,KIA MOTORS CORPORATION,Optima,N,4,22,31,25,N,Automatic,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,360
Kia,KIA MOTORS CORPORATION,Optima,N,4,24,34,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,321
Kia,KIA MOTORS CORPORATION,Optima FE,N,4,25,36,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,310
Kia,KIA MOTORS CORPORATION,Optima S,N,4,23,32,26,N,Automatic,6,"2-Wheel Drive, Front",1400,Car,5,5,5,250,340
Kia,KIA MOTORS CORPORATION,Niro,N,4,51,46,49,NA,Manual,6,"2-Wheel Drive, Front",750,Station Wagon,10,10,7,3000,183
Kia,KIA MOTORS CORPORATION,Niro FE,N,4,52,49,50,NA,Manual,6,"2-Wheel Drive, Front",700,Station Wagon,10,10,7,3250,177
Kia,KIA MOTORS CORPORATION,Niro Touring,N,4,46,40,43,NA,Manual,6,"2-Wheel Drive, Front",850,Station Wagon,9,9,7,2500,207
Kia,KIA MOTORS CORPORATION,Soul,N,4,26,31,28,NA,Manual,7,"2-Wheel Drive, Front",1300,Station Wagon,6,6,3,250,320
Kia,KIA MOTORS CORPORATION,Soul,N,4,25,30,27,NA,Automatic,6,"2-Wheel Drive, Front",1350,Station Wagon,6,6,3,0,330
Kia,KIA MOTORS CORPORATION,Soul,N,4,24,30,27,NA,Manual,6,"2-Wheel Drive, Front",1350,Station Wagon,6,6,3,0,335
Kia,KIA MOTORS CORPORATION,Soul,N,4,25,30,27,NA,Automatic,6,"2-Wheel Drive, Front",1350,Station Wagon,6,6,5,0,334
Kia,KIA MOTORS CORPORATION,Sedona,N,6,18,24,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,Van,4,4,3,2250,443
Kia,KIA MOTORS CORPORATION,Sedona SX,N,6,18,25,21,NA,Automatic,6,"2-Wheel Drive, Front",1700,Van,4,4,3,1750,433
Kia,KIA MOTORS CORPORATION,Sedona SXL,N,6,17,22,19,NA,Automatic,6,"2-Wheel Drive, Front",1900,Van,3,3,3,2750,476
Kia,KIA MOTORS CORPORATION,Sorento FWD,N,4,20,27,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,397
Kia,KIA MOTORS CORPORATION,Sorento FWD,N,4,21,28,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,5,750,377
Kia,KIA MOTORS CORPORATION,Sorento FWD,N,6,18,25,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,436
Kia,KIA MOTORS CORPORATION,Sportage FE FWD,N,4,23,30,26,NA,Automatic,6,"2-Wheel Drive, Front",1400,SUV,5,5,5,250,351
Kia,KIA MOTORS CORPORATION,Sportage FWD,N,4,21,26,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,392
Kia,KIA MOTORS CORPORATION,Sportage FWD,N,4,22,29,25,NA,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,5,500,358
Kia,KIA MOTORS CORPORATION,Sorento AWD,N,4,19,25,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,3,1500,414
Kia,KIA MOTORS CORPORATION,Sorento AWD,N,4,21,25,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,5,1500,397
Kia,KIA MOTORS CORPORATION,Sorento AWD,N,6,17,23,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,3,2750,465
Kia,KIA MOTORS CORPORATION,Sorento AWD FE,N,6,18,25,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,3,1750,434
Kia,KIA MOTORS CORPORATION,Sportage AWD,N,4,20,23,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,3,1750,424
Kia,KIA MOTORS CORPORATION,Sportage AWD,N,4,21,25,23,NA,Automatic,6,All Wheel Drive,1550,SUV,5,5,5,1000,397
Kia,KIA MOTORS CORPORATION,Sportage FE AWD,N,4,21,25,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,5,1500,400
Koenigsegg,Koenigsegg Automotive AG,Agera RS,N,8,11,18,13,Y,Automatic,7,"2-Wheel Drive, Rear",3250,Car,1,1,1,9500,654
Volkswagen Group of,Lamborghini,Aventador Coupe,N,12,10,17,12,Y,Manual,7,All Wheel Drive,3500,Car,1,1,1,10750,731
Volkswagen Group of,Lamborghini,Aventador Roadster,N,12,10,16,12,Y,Manual,7,All Wheel Drive,3500,Car,1,1,1,10750,751
Volkswagen Group of,Lamborghini,Aventador S Coupe,N,12,10,17,12,Y,Manual,7,All Wheel Drive,3500,Car,1,1,1,10750,731
Volkswagen Group of,Lamborghini,Aventador S Roadster,N,12,10,16,12,Y,Manual,7,All Wheel Drive,3500,Car,1,1,1,10750,751
Volkswagen Group of,Lamborghini,Huracan,N,10,14,19,16,Y,Manual,7,All Wheel Drive,2600,Car,2,2,1,6250,570
Volkswagen Group of,Lamborghini,Huracan 2WD,N,10,14,21,16,Y,Manual,7,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,541
Volkswagen Group of,Lamborghini,Huracan Spyder,N,10,13,19,15,Y,Manual,7,All Wheel Drive,2800,Car,2,2,1,7250,577
Volkswagen Group of,Lamborghini,Huracan Spyder 2WD,N,10,14,20,16,Y,Manual,7,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,543
Jaguar Land Rover L,Land Rover,Discovery Sport,N,4,21,25,22,NA,Automatic,9,All Wheel Drive,1900,SUV,4,4,7,2750,395
Jaguar Land Rover L,Land Rover,Discovery Sport (286 Hp),N,4,20,25,22,NA,Automatic,9,All Wheel Drive,1900,SUV,4,4,7,2750,402
Jaguar Land Rover L,Land Rover,Range Rover Evoque,N,4,22,29,25,NA,Automatic,9,All Wheel Drive,1700,SUV,5,5,7,1750,362
Jaguar Land Rover L,Land Rover,Range Rover Evoque (286 Hp),N,4,21,29,24,NA,Automatic,9,All Wheel Drive,1750,SUV,5,5,7,2000,377
Jaguar Land Rover L,Land Rover,Range Rover Evoque Cabriolet,N,4,21,29,24,NA,Automatic,9,All Wheel Drive,1750,SUV,5,5,7,2000,371
Jaguar Land Rover L,Land Rover,Range Rover Velar,N,4,26,30,28,NA,Automatic,8,All Wheel Drive,1400,SUV,6,5,1,250,369
Jaguar Land Rover L,Land Rover,Range Rover Velar,N,4,21,27,23,NA,Automatic,8,All Wheel Drive,1850,SUV,5,5,7,2500,384
Jaguar Land Rover L,Land Rover,Range Rover Velar,N,6,18,24,20,NA,Automatic,8,All Wheel Drive,2100,SUV,4,4,7,3750,439
Jaguar Land Rover L,Land Rover,Discovery,N,6,21,26,23,NA,Automatic,8,4-Wheel Drive,1750,SUV,5,4,1,2000,448
Jaguar Land Rover L,Land Rover,Discovery,N,6,16,21,18,NA,Automatic,8,4-Wheel Drive,2350,SUV,3,3,7,5000,500
Jaguar Land Rover L,Land Rover,Range Rover,N,6,22,28,24,NA,Automatic,8,4-Wheel Drive,1650,SUV,5,4,1,1500,412
Jaguar Land Rover L,Land Rover,Range Rover,N,6,17,23,19,NA,Automatic,8,4-Wheel Drive,2200,SUV,3,3,7,4250,468
Jaguar Land Rover L,Land Rover,Range Rover,N,8,16,21,18,NA,Automatic,8,4-Wheel Drive,2350,SUV,3,3,3,5000,491
Jaguar Land Rover L,Land Rover,Range Rover LWB,N,8,16,21,18,NA,Automatic,8,4-Wheel Drive,2350,SUV,3,3,3,5000,491
Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,N,8,13,19,15,NA,Automatic,8,4-Wheel Drive,2800,SUV,2,2,3,7250,587
Jaguar Land Rover L,Land Rover,Range Rover Sport,N,6,22,28,24,NA,Automatic,8,4-Wheel Drive,1650,SUV,5,4,1,1500,412
Jaguar Land Rover L,Land Rover,Range Rover Sport,N,6,17,23,19,NA,Automatic,8,4-Wheel Drive,2200,SUV,3,3,7,4250,468
Jaguar Land Rover L,Land Rover,Range Rover Sport,N,8,17,22,19,NA,Automatic,8,4-Wheel Drive,2200,SUV,3,3,3,4250,474
Jaguar Land Rover L,Land Rover,Range Rover Sport SVR,N,8,15,20,16,NA,Automatic,8,4-Wheel Drive,2600,SUV,2,2,3,6250,540
Jaguar Land Rover L,Land Rover,Range Rover SVA,N,8,14,19,16,NA,Automatic,8,4-Wheel Drive,2600,SUV,2,2,3,6250,569
Toyota,LEXUS,LC 500,N,8,16,26,19,N,Automatic,10,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,459
Toyota,LEXUS,LC 500h,Y,6,26,35,30,N,Automatic,10,"2-Wheel Drive, Rear",1400,Car,7,7,7,250,301
Toyota,LEXUS,RC 300,N,4,22,32,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,3,1250,345
Toyota,LEXUS,RC 300 AWD,N,6,18,24,21,N,Automatic,6,All Wheel Drive,2000,Car,4,4,5,3250,422
Toyota,LEXUS,RC 350,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,388
Toyota,LEXUS,RC 350 AWD,N,6,18,24,21,N,Automatic,6,All Wheel Drive,2000,Car,4,4,5,3250,422
Toyota,LEXUS,RC F,N,8,16,25,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,465
Toyota,LEXUS,GS F,N,8,16,24,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,472
Toyota,LEXUS,IS 300,N,4,22,32,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,3,1250,345
Toyota,LEXUS,IS 300 AWD,N,6,19,26,22,N,Automatic,6,All Wheel Drive,1900,Car,4,4,5,2750,410
Toyota,LEXUS,IS 350,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,388
Toyota,LEXUS,IS 350 AWD,N,6,19,26,22,N,Automatic,6,All Wheel Drive,1900,Car,4,4,5,2750,410
Toyota,LEXUS,ES 300h,Y,4,40,39,40,N,Automatic,6,"2-Wheel Drive, Front",900,Car,9,9,7,2250,223
Toyota,LEXUS,ES 350,N,6,21,30,24,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,5,5,3,750,366
Toyota,LEXUS,GS 300,N,4,22,32,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,3,1250,345
Toyota,LEXUS,GS 300 F SPORT,N,4,21,30,24,N,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,368
Toyota,LEXUS,GS 350,N,6,20,28,23,N,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,388
Toyota,LEXUS,GS 350 AWD,N,6,19,26,22,N,Automatic,6,All Wheel Drive,1900,Car,4,4,5,2750,407
Toyota,LEXUS,GS 350 F SPORT,N,6,19,27,22,N,Automatic,8,"2-Wheel Drive, Rear",1900,Car,4,4,5,2750,405
Toyota,LEXUS,GS 450h,Y,6,29,34,31,N,Automatic,8,"2-Wheel Drive, Rear",1350,Car,7,7,7,0,283
Toyota,LEXUS,LS 500,N,6,19,30,23,N,Automatic,10,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,387
Toyota,LEXUS,LS 500 AWD,N,6,18,27,21,N,Automatic,10,All Wheel Drive,2000,Car,4,4,3,3250,417
Toyota,LEXUS,LS 500h,N,6,25,33,28,N,Automatic,10,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,314
Toyota,LEXUS,LS 500h AWD,N,6,23,31,26,N,Automatic,10,All Wheel Drive,1600,Car,5,5,7,1250,340
Toyota,LEXUS,NX 300,N,4,22,28,25,NA,Automatic,6,"2-Wheel Drive, Front",1700,SUV,5,5,3,1750,360
Toyota,LEXUS,RX 350,N,6,20,27,23,NA,Automatic,8,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,391
Toyota,LEXUS,RX 350 L,N,6,19,26,22,NA,Automatic,8,"2-Wheel Drive, Front",1650,SUV,4,4,5,1500,407
Toyota,LEXUS,NX 300 AWD,N,4,22,28,24,NA,Automatic,6,All Wheel Drive,1750,SUV,5,5,3,2000,363
Toyota,LEXUS,NX 300 AWD F SPORT,N,4,22,27,24,NA,Automatic,6,All Wheel Drive,1750,SUV,5,5,3,2000,374
Toyota,LEXUS,NX 300h AWD,N,4,33,30,31,NA,Automatic,6,All Wheel Drive,1150,SUV,7,7,7,1000,283
Toyota,LEXUS,RX 350 AWD,N,6,19,26,22,NA,Automatic,8,All Wheel Drive,1650,SUV,4,4,5,1500,405
Toyota,LEXUS,RX 350 L AWD,N,6,18,25,21,NA,Automatic,8,All Wheel Drive,1700,SUV,4,4,5,1750,432
Toyota,LEXUS,GX 460,N,8,15,18,16,NA,Automatic,6,4-Wheel Drive,2600,SUV,2,2,3,6250,548
Toyota,LEXUS,LX 570,N,8,13,18,15,NA,Automatic,8,4-Wheel Drive,2800,SUV,2,2,3,7250,597
Toyota,LEXUS,RX 450h AWD,N,6,31,28,30,NA,Automatic,6,All Wheel Drive,1400,SUV,7,7,7,250,297
Toyota,LEXUS,RX 450h L AWD,N,6,29,28,29,NA,Automatic,6,All Wheel Drive,1450,SUV,6,6,7,500,305
Ford Motor Company,Lincoln,MKZ AWD,N,4,20,28,23,N,Automatic,6,All Wheel Drive,1550,Car,5,5,5,1000,386
Ford Motor Company,Lincoln,MKZ AWD,N,6,17,26,20,N,Automatic,6,All Wheel Drive,1800,Car,4,4,5,2250,447
