end_result,game,game_id,period,play,player,playoffs,score,season,shot_made,time
81 - 108,NY - CHI,400828380,1,Pau Gasol makes free throw 1 of 2,Pau Gasol,regular,15 - 28,2015 - 2016,1,2:02
81 - 108,NY - CHI,400828380,1,Pau Gasol makes free throw 2 of 2,Pau Gasol,regular,15 - 29,2015 - 2016,1,2:02
81 - 108,NY - CHI,400828380,1,Jimmy Butler misses free throw 1 of 2,Jimmy Butler,regular,15 - 29,2015 - 2016,0,1:34
81 - 108,NY - CHI,400828380,1,Jimmy Butler makes free throw 2 of 2,Jimmy Butler,regular,15 - 30,2015 - 2016,1,1:34
81 - 108,NY - CHI,400828380,1,Derrick Williams misses free throw 1 of 2,Derrick Williams,regular,17 - 32,2015 - 2016,0,0:22
81 - 108,NY - CHI,400828380,1,Derrick Williams makes free throw 2 of 2,Derrick Williams,regular,18 - 32,2015 - 2016,1,0:22
81 - 108,NY - CHI,400828380,2,Derrick Williams makes free throw 1 of 2,Derrick Williams,regular,24 - 36,2015 - 2016,1,9:21
81 - 108,NY - CHI,400828380,2,Derrick Williams makes free throw 2 of 2,Derrick Williams,regular,25 - 36,2015 - 2016,1,9:21
81 - 108,NY - CHI,400828380,2,Pau Gasol makes free throw 1 of 1,Pau Gasol,regular,36 - 53,2015 - 2016,1,4:03
81 - 108,NY - CHI,400828380,2,Jimmy Butler misses free throw 1 of 2,Jimmy Butler,regular,42 - 55,2015 - 2016,0,1:59
81 - 108,NY - CHI,400828380,2,Jimmy Butler makes free throw 2 of 2,Jimmy Butler,regular,42 - 56,2015 - 2016,1,1:59
81 - 108,NY - CHI,400828380,2,Lance Thomas makes free throw 1 of 2,Lance Thomas,regular,49 - 56,2015 - 2016,1,0:39
81 - 108,NY - CHI,400828380,2,Lance Thomas makes free throw 2 of 2,Lance Thomas,regular,50 - 56,2015 - 2016,1,0:39
81 - 108,NY - CHI,400828380,3,Taj Gibson misses free throw 1 of 2,Taj Gibson,regular,54 - 60,2015 - 2016,0,8:15
81 - 108,NY - CHI,400828380,3,Taj Gibson makes free throw 2 of 2,Taj Gibson,regular,54 - 61,2015 - 2016,1,8:15
81 - 108,NY - CHI,400828380,3,Lance Thomas makes free throw 1 of 1,Lance Thomas,regular,57 - 61,2015 - 2016,1,8:03
81 - 108,NY - CHI,400828380,3,Carmelo Anthony makes technical free throw,Carmelo Anthony,regular,60 - 63,2015 - 2016,1,6:50
81 - 108,NY - CHI,400828380,3,Pau Gasol makes free throw 1 of 2,Pau Gasol,regular,62 - 64,2015 - 2016,1,6:30
81 - 108,NY - CHI,400828380,3,Pau Gasol makes free throw 2 of 2,Pau Gasol,regular,62 - 65,2015 - 2016,1,6:30
81 - 108,NY - CHI,400828380,3,Jose Calderon makes free throw 1 of 1,Jose Calderon,regular,65 - 65,2015 - 2016,1,6:13
81 - 108,NY - CHI,400828380,3,Jimmy Butler makes free throw 1 of 2,Jimmy Butler,regular,67 - 66,2015 - 2016,1,5:13
81 - 108,NY - CHI,400828380,3,Jimmy Butler misses free throw 2 of 2,Jimmy Butler,regular,67 - 66,2015 - 2016,0,5:13
81 - 108,NY - CHI,400828380,3,Jimmy Butler makes free throw 1 of 2,Jimmy Butler,regular,70 - 72,2015 - 2016,1,1:47
81 - 108,NY - CHI,400828380,3,Jimmy Butler makes free throw 2 of 2,Jimmy Butler,regular,70 - 73,2015 - 2016,1,1:47
81 - 108,NY - CHI,400828380,3,Derrick Williams makes free throw 1 of 2,Derrick Williams,regular,71 - 73,2015 - 2016,1,1:37
81 - 108,NY - CHI,400828380,3,Derrick Williams misses free throw 2 of 2,Derrick Williams,regular,71 - 73,2015 - 2016,0,1:37
81 - 108,NY - CHI,400828380,3,Pau Gasol makes free throw 1 of 2,Pau Gasol,regular,71 - 74,2015 - 2016,1,1:23
81 - 108,NY - CHI,400828380,3,Pau Gasol makes free throw 2 of 2,Pau Gasol,regular,71 - 75,2015 - 2016,1,1:23
81 - 108,NY - CHI,400828380,4,Nikola Mirotic makes free throw 1 of 2,Nikola Mirotic,regular,73 - 78,2015 - 2016,1,11:40
81 - 108,NY - CHI,400828380,4,Nikola Mirotic misses free throw 2 of 2,Nikola Mirotic,regular,73 - 78,2015 - 2016,0,11:40
81 - 108,NY - CHI,400828380,4,Jimmy Butler makes free throw 1 of 2,Jimmy Butler,regular,73 - 83,2015 - 2016,1,8:37
81 - 108,NY - CHI,400828380,4,Jimmy Butler makes free throw 2 of 2,Jimmy Butler,regular,73 - 84,2015 - 2016,1,8:37
81 - 108,NY - CHI,400828380,4,Lance Thomas makes free throw 1 of 2,Lance Thomas,regular,74 - 84,2015 - 2016,1,8:26
81 - 108,NY - CHI,400828380,4,Lance Thomas makes free throw 2 of 2,Lance Thomas,regular,75 - 84,2015 - 2016,1,8:26
81 - 108,NY - CHI,400828380,4,Bobby Portis makes free throw 1 of 2,Bobby Portis,regular,79 - 91,2015 - 2016,1,6:37
81 - 108,NY - CHI,400828380,4,Bobby Portis makes free throw 2 of 2,Bobby Portis,regular,79 - 92,2015 - 2016,1,6:37
81 - 108,NY - CHI,400828380,4,Carmelo Anthony makes free throw 1 of 2,Carmelo Anthony,regular,80 - 97,2015 - 2016,1,4:35
81 - 108,NY - CHI,400828380,4,Carmelo Anthony makes free throw 2 of 2,Carmelo Anthony,regular,81 - 97,2015 - 2016,1,4:35
81 - 108,NY - CHI,400828380,4,Kevin Seraphin misses free throw 1 of 2,Kevin Seraphin,regular,81 - 103,2015 - 2016,0,3:32
81 - 108,NY - CHI,400828380,4,Kevin Seraphin misses free throw 2 of 2,Kevin Seraphin,regular,81 - 103,2015 - 2016,0,3:32
84 - 93,PHI - LAL,400828381,1,Nerlens Noel makes free throw 1 of 2,Nerlens Noel,regular,Jan-00,2015 - 2016,1,11:33
84 - 93,PHI - LAL,400828381,1,Nerlens Noel misses free throw 2 of 2,Nerlens Noel,regular,Jan-00,2015 - 2016,0,11:33
84 - 93,PHI - LAL,400828381,1,Louis Williams misses free throw 1 of 1,Louis Williams,regular,2-Jan,2015 - 2016,0,11:19
84 - 93,PHI - LAL,400828381,1,Louis Williams makes free throw 1 of 2,Louis Williams,regular,5-Jan,2015 - 2016,1,8:47
84 - 93,PHI - LAL,400828381,1,Louis Williams makes free throw 2 of 2,Louis Williams,regular,6-Jan,2015 - 2016,1,8:47
84 - 93,PHI - LAL,400828381,1,Jordan Clarkson misses free throw 1 of 2,Jordan Clarkson,regular,10-May,2015 - 2016,0,7:03
84 - 93,PHI - LAL,400828381,1,Jordan Clarkson makes free throw 2 of 2,Jordan Clarkson,regular,11-May,2015 - 2016,1,7:03
84 - 93,PHI - LAL,400828381,1,Jerami Grant makes free throw 1 of 2,Jerami Grant,regular,11-Sep,2015 - 2016,1,6:22
84 - 93,PHI - LAL,400828381,1,Jerami Grant makes free throw 2 of 2,Jerami Grant,regular,11-Oct,2015 - 2016,1,6:22
84 - 93,PHI - LAL,400828381,1,Nerlens Noel makes free throw 1 of 2,Nerlens Noel,regular,11-Nov,2015 - 2016,1,5:37
84 - 93,PHI - LAL,400828381,1,Nerlens Noel makes free throw 2 of 2,Nerlens Noel,regular,11-Dec,2015 - 2016,1,5:37
84 - 93,PHI - LAL,400828381,1,Jordan Clarkson makes free throw 1 of 1,Jordan Clarkson,regular,14 - 14,2015 - 2016,1,4:43
84 - 93,PHI - LAL,400828381,1,Richaun Holmes makes free throw 1 of 2,Richaun Holmes,regular,18 - 18,2015 - 2016,1,2:39
84 - 93,PHI - LAL,400828381,1,Richaun Holmes misses free throw 2 of 2,Richaun Holmes,regular,18 - 18,2015 - 2016,0,2:39
84 - 93,PHI - LAL,400828381,1,T.J. McConnell misses free throw 1 of 2,T.J. McConnell,regular,18 - 18,2015 - 2016,0,2:04
84 - 93,PHI - LAL,400828381,1,T.J. McConnell makes free throw 2 of 2,T.J. McConnell,regular,19 - 18,2015 - 2016,1,2:04
84 - 93,PHI - LAL,400828381,1,Julius Randle misses free throw 1 of 2,Julius Randle,regular,21 - 20,2015 - 2016,0,0:16
84 - 93,PHI - LAL,400828381,1,Julius Randle makes free throw 2 of 2,Julius Randle,regular,21 - 21,2015 - 2016,1,0:16
84 - 93,PHI - LAL,400828381,2,Richaun Holmes makes free throw 1 of 2,Richaun Holmes,regular,26 - 23,2015 - 2016,1,9:27
84 - 93,PHI - LAL,400828381,2,Richaun Holmes misses free throw 2 of 2,Richaun Holmes,regular,26 - 23,2015 - 2016,0,9:27
84 - 93,PHI - LAL,400828381,2,Julius Randle makes free throw 1 of 2,Julius Randle,regular,30 - 26,2015 - 2016,1,7:43
84 - 93,PHI - LAL,400828381,2,Julius Randle makes free throw 2 of 2,Julius Randle,regular,30 - 27,2015 - 2016,1,7:43
84 - 93,PHI - LAL,400828381,2,Louis Williams makes free throw 1 of 2,Louis Williams,regular,35 - 33,2015 - 2016,1,3:34
84 - 93,PHI - LAL,400828381,2,Louis Williams makes free throw 2 of 2,Louis Williams,regular,35 - 34,2015 - 2016,1,3:34
84 - 93,PHI - LAL,400828381,2,Louis Williams misses free throw 1 of 1,Louis Williams,regular,39 - 36,2015 - 2016,0,1:47
84 - 93,PHI - LAL,400828381,2,Jordan Clarkson makes free throw 1 of 2,Jordan Clarkson,regular,41 - 39,2015 - 2016,1,0:16
84 - 93,PHI - LAL,400828381,2,Jordan Clarkson makes free throw 2 of 2,Jordan Clarkson,regular,41 - 40,2015 - 2016,1,0:16
84 - 93,PHI - LAL,400828381,3,Jerami Grant makes free throw 1 of 2,Jerami Grant,regular,42 - 40,2015 - 2016,1,11:25
84 - 93,PHI - LAL,400828381,3,Jerami Grant makes free throw 2 of 2,Jerami Grant,regular,43 - 40,2015 - 2016,1,11:25
84 - 93,PHI - LAL,400828381,3,Louis Williams makes free throw 1 of 2,Louis Williams,regular,45 - 41,2015 - 2016,1,9:52
84 - 93,PHI - LAL,400828381,3,Louis Williams makes free throw 2 of 2,Louis Williams,regular,45 - 42,2015 - 2016,1,9:52
84 - 93,PHI - LAL,400828381,3,Nerlens Noel misses free throw 1 of 1,Nerlens Noel,regular,49 - 48,2015 - 2016,0,7:56
84 - 93,PHI - LAL,400828381,3,Roy Hibbert misses free throw 1 of 2,Roy Hibbert,regular,51 - 50,2015 - 2016,0,6:48
84 - 93,PHI - LAL,400828381,3,Roy Hibbert makes free throw 2 of 2,Roy Hibbert,regular,51 - 51,2015 - 2016,1,6:48
84 - 93,PHI - LAL,400828381,3,Ish Smith makes free throw 1 of 2,Ish Smith,regular,52 - 53,2015 - 2016,1,5:30
84 - 93,PHI - LAL,400828381,3,Ish Smith misses free throw 2 of 2,Ish Smith,regular,52 - 53,2015 - 2016,0,5:30
84 - 93,PHI - LAL,400828381,3,Isaiah Canaan makes free throw 1 of 2,Isaiah Canaan,regular,53 - 53,2015 - 2016,1,4:50
84 - 93,PHI - LAL,400828381,3,Isaiah Canaan makes free throw 2 of 2,Isaiah Canaan,regular,54 - 53,2015 - 2016,1,4:50
84 - 93,PHI - LAL,400828381,3,Robert Covington makes free throw 1 of 2,Robert Covington,regular,55 - 60,2015 - 2016,1,2:31
84 - 93,PHI - LAL,400828381,3,Robert Covington makes free throw 2 of 2,Robert Covington,regular,56 - 60,2015 - 2016,1,2:31
84 - 93,PHI - LAL,400828381,4,Louis Williams makes free throw 1 of 2,Louis Williams,regular,62 - 69,2015 - 2016,1,10:21
84 - 93,PHI - LAL,400828381,4,Louis Williams makes free throw 2 of 2,Louis Williams,regular,62 - 70,2015 - 2016,1,10:21
84 - 93,PHI - LAL,400828381,4,Brandon Bass makes free throw 1 of 2,Brandon Bass,regular,66 - 71,2015 - 2016,1,9:27
84 - 93,PHI - LAL,400828381,4,Brandon Bass misses free throw 2 of 2,Brandon Bass,regular,66 - 71,2015 - 2016,0,9:27
84 - 93,PHI - LAL,400828381,4,Ish Smith makes free throw 1 of 2,Ish Smith,regular,73 - 88,2015 - 2016,1,4:28
84 - 93,PHI - LAL,400828381,4,Ish Smith makes free throw 2 of 2,Ish Smith,regular,74 - 88,2015 - 2016,1,4:28
84 - 93,PHI - LAL,400828381,4,Jordan Clarkson makes free throw 1 of 2,Jordan Clarkson,regular,74 - 89,2015 - 2016,1,3:50
84 - 93,PHI - LAL,400828381,4,Jordan Clarkson makes free throw 2 of 2,Jordan Clarkson,regular,74 - 90,2015 - 2016,1,3:50
84 - 93,PHI - LAL,400828381,4,Jerami Grant misses free throw 1 of 2,Jerami Grant,regular,81 - 90,2015 - 2016,0,0:48
84 - 93,PHI - LAL,400828381,4,Jerami Grant makes free throw 2 of 2,Jerami Grant,regular,82 - 90,2015 - 2016,1,0:48
84 - 93,PHI - LAL,400828381,4,Louis Williams makes free throw 1 of 2,Louis Williams,regular,82 - 91,2015 - 2016,1,0:39
84 - 93,PHI - LAL,400828381,4,Louis Williams makes free throw 2 of 2,Louis Williams,regular,82 - 92,2015 - 2016,1,0:39
84 - 93,PHI - LAL,400828381,4,Jordan Clarkson misses free throw 1 of 2,Jordan Clarkson,regular,84 - 92,2015 - 2016,0,0:32
84 - 93,PHI - LAL,400828381,4,Jordan Clarkson makes free throw 2 of 2,Jordan Clarkson,regular,84 - 93,2015 - 2016,1,0:32
100 - 97,BKN - BOS,400828382,1,Brook Lopez makes free throw 1 of 1,Brook Lopez,regular,2-Nov,2015 - 2016,1,8:55
100 - 97,BKN - BOS,400828382,1,Jae Crowder makes free throw 1 of 2,Jae Crowder,regular,5-Nov,2015 - 2016,1,8:25
100 - 97,BKN - BOS,400828382,1,Jae Crowder makes free throw 2 of 2,Jae Crowder,regular,6-Nov,2015 - 2016,1,8:25
100 - 97,BKN - BOS,400828382,1,Brook Lopez makes free throw 1 of 1,Brook Lopez,regular,14 - 10,2015 - 2016,1,7:09
100 - 97,BKN - BOS,400828382,1,Jonas Jerebko makes free throw 1 of 2,Jonas Jerebko,regular,27 - 28,2015 - 2016,1,1:19
100 - 97,BKN - BOS,400828382,1,Jonas Jerebko makes free throw 2 of 2,Jonas Jerebko,regular,27 - 29,2015 - 2016,1,1:19
100 - 97,BKN - BOS,400828382,1,Jarrett Jack makes free throw 1 of 2,Jarrett Jack,regular,30 - 29,2015 - 2016,1,0:38
100 - 97,BKN - BOS,400828382,1,Jarrett Jack makes free throw 2 of 2,Jarrett Jack,regular,31 - 29,2015 - 2016,1,0:38
100 - 97,BKN - BOS,400828382,2,Tyler Zeller misses free throw 1 of 2,Tyler Zeller,regular,31 - 30,2015 - 2016,0,11:47
100 - 97,BKN - BOS,400828382,2,Tyler Zeller makes free throw 2 of 2,Tyler Zeller,regular,31 - 31,2015 - 2016,1,11:47
100 - 97,BKN - BOS,400828382,2,Brook Lopez makes free throw 1 of 2,Brook Lopez,regular,34 - 32,2015 - 2016,1,10:22
100 - 97,BKN - BOS,400828382,2,Brook Lopez makes free throw 2 of 2,Brook Lopez,regular,35 - 32,2015 - 2016,1,10:22
100 - 97,BKN - BOS,400828382,2,Evan Turner makes free throw 1 of 2,Evan Turner,regular,35 - 33,2015 - 2016,1,10:15
100 - 97,BKN - BOS,400828382,2,Evan Turner makes free throw 2 of 2,Evan Turner,regular,35 - 34,2015 - 2016,1,10:15
100 - 97,BKN - BOS,400828382,2,Tyler Zeller makes free throw 1 of 2,Tyler Zeller,regular,37 - 35,2015 - 2016,1,9:37
100 - 97,BKN - BOS,400828382,2,Tyler Zeller makes free throw 2 of 2,Tyler Zeller,regular,37 - 36,2015 - 2016,1,9:37
100 - 97,BKN - BOS,400828382,2,Wayne Ellington makes technical free throw,Wayne Ellington,regular,46 - 40,2015 - 2016,1,5:56
100 - 97,BKN - BOS,400828382,2,Wayne Ellington makes free throw 1 of 2,Wayne Ellington,regular,47 - 40,2015 - 2016,1,5:56
100 - 97,BKN - BOS,400828382,2,Wayne Ellington makes free throw 2 of 2,Wayne Ellington,regular,48 - 40,2015 - 2016,1,5:56
100 - 97,BKN - BOS,400828382,2,Amir Johnson makes free throw 1 of 2,Amir Johnson,regular,48 - 43,2015 - 2016,1,4:48
100 - 97,BKN - BOS,400828382,2,Amir Johnson misses free throw 2 of 2,Amir Johnson,regular,48 - 43,2015 - 2016,0,4:48
100 - 97,BKN - BOS,400828382,2,Jae Crowder misses free throw 1 of 2,Jae Crowder,regular,48 - 43,2015 - 2016,0,4:01
100 - 97,BKN - BOS,400828382,2,Jae Crowder makes free throw 2 of 2,Jae Crowder,regular,48 - 44,2015 - 2016,1,4:01
100 - 97,BKN - BOS,400828382,2,David Lee misses free throw 1 of 2,David Lee,regular,48 - 44,2015 - 2016,0,3:21
100 - 97,BKN - BOS,400828382,2,David Lee makes free throw 2 of 2,David Lee,regular,48 - 45,2015 - 2016,1,3:21
100 - 97,BKN - BOS,400828382,2,Isaiah Thomas makes free throw 1 of 2,Isaiah Thomas,regular,48 - 46,2015 - 2016,1,2:51
100 - 97,BKN - BOS,400828382,2,Isaiah Thomas makes free throw 2 of 2,Isaiah Thomas,regular,48 - 47,2015 - 2016,1,2:51
100 - 97,BKN - BOS,400828382,2,Shane Larkin makes free throw 1 of 2,Shane Larkin,regular,49 - 49,2015 - 2016,1,1:42
100 - 97,BKN - BOS,400828382,2,Shane Larkin makes free throw 2 of 2,Shane Larkin,regular,50 - 49,2015 - 2016,1,1:42
100 - 97,BKN - BOS,400828382,2,Bojan Bogdanovic makes free throw 1 of 2,Bojan Bogdanovic,regular,53 - 51,2015 - 2016,1,0:36
100 - 97,BKN - BOS,400828382,2,Bojan Bogdanovic makes free throw 2 of 2,Bojan Bogdanovic,regular,54 - 51,2015 - 2016,1,0:36
100 - 97,BKN - BOS,400828382,3,Brook Lopez makes free throw 2 of 2,Brook Lopez,regular,60 - 58,2015 - 2016,1,9:56
100 - 97,BKN - BOS,400828382,3,Brook Lopez makes free throw 1 of 1,Brook Lopez,regular,60 - 58,2015 - 2016,1,9:56
100 - 97,BKN - BOS,400828382,3,Bojan Bogdanovic makes free throw 1 of 2,Bojan Bogdanovic,regular,68 - 60,2015 - 2016,1,5:58
100 - 97,BKN - BOS,400828382,3,Bojan Bogdanovic makes free throw 2 of 2,Bojan Bogdanovic,regular,69 - 60,2015 - 2016,1,5:58
100 - 97,BKN - BOS,400828382,3,Marcus Smart makes free throw 1 of 2,Marcus Smart,regular,69 - 61,2015 - 2016,1,5:37
100 - 97,BKN - BOS,400828382,3,Marcus Smart makes free throw 2 of 2,Marcus Smart,regular,69 - 62,2015 - 2016,1,5:37
100 - 97,BKN - BOS,400828382,3,Brook Lopez makes free throw 1 of 1,Brook Lopez,regular,72 - 62,2015 - 2016,1,5:01
100 - 97,BKN - BOS,400828382,3,Marcus Smart makes free throw 1 of 3,Marcus Smart,regular,72 - 63,2015 - 2016,1,4:39
100 - 97,BKN - BOS,400828382,3,Marcus Smart misses free throw 2 of 3,Marcus Smart,regular,72 - 63,2015 - 2016,0,4:39
100 - 97,BKN - BOS,400828382,3,Marcus Smart misses free throw 3 of 3,Marcus Smart,regular,72 - 63,2015 - 2016,0,4:39
100 - 97,BKN - BOS,400828382,3,Wayne Ellington misses technical free throw,Wayne Ellington,regular,77 - 66,2015 - 2016,0,2:20
100 - 97,BKN - BOS,400828382,3,Marcus Smart makes free throw 1 of 1,Marcus Smart,regular,81 - 71,2015 - 2016,1,0:26
100 - 97,BKN - BOS,400828382,4,Marcus Smart makes free throw 1 of 1,Marcus Smart,regular,83 - 79,2015 - 2016,1,9:38
100 - 97,BKN - BOS,400828382,4,Evan Turner makes free throw 1 of 2,Evan Turner,regular,83 - 80,2015 - 2016,1,9:03
100 - 97,BKN - BOS,400828382,4,Evan Turner makes free throw 2 of 2,Evan Turner,regular,83 - 81,2015 - 2016,1,9:03
100 - 97,BKN - BOS,400828382,4,Brook Lopez makes free throw 1 of 1,Brook Lopez,regular,86 - 83,2015 - 2016,1,8:23
100 - 97,BKN - BOS,400828382,4,Thaddeus Young makes free throw 1 of 2,Thaddeus Young,regular,95 - 90,2015 - 2016,1,2:55
100 - 97,BKN - BOS,400828382,4,Thaddeus Young makes free throw 2 of 2,Thaddeus Young,regular,96 - 90,2015 - 2016,1,2:55
100 - 97,BKN - BOS,400828382,4,Jae Crowder makes free throw 1 of 1,Jae Crowder,regular,98 - 95,2015 - 2016,1,0:39
119 - 142,PHX - SAC,400828383,1,Tyson Chandler makes free throw 1 of 2,Tyson Chandler,regular,5-Jun,2015 - 2016,1,8:22
119 - 142,PHX - SAC,400828383,1,Tyson Chandler misses free throw 2 of 2,Tyson Chandler,regular,5-Jun,2015 - 2016,0,8:22
119 - 142,PHX - SAC,400828383,1,Ben McLemore misses free throw 1 of 2,Ben McLemore,regular,7-Sep,2015 - 2016,0,7:33
119 - 142,PHX - SAC,400828383,1,Ben McLemore makes free throw 2 of 2,Ben McLemore,regular,8-Sep,2015 - 2016,1,7:33
119 - 142,PHX - SAC,400828383,1,Omri Casspi makes free throw 1 of 2,Omri Casspi,regular,13-Dec,2015 - 2016,1,5:28
119 - 142,PHX - SAC,400828383,1,Omri Casspi makes free throw 2 of 2,Omri Casspi,regular,14-Dec,2015 - 2016,1,5:28
119 - 142,PHX - SAC,400828383,1,DeMarcus Cousins makes free throw 1 of 2,DeMarcus Cousins,regular,15-Dec,2015 - 2016,1,5:07
119 - 142,PHX - SAC,400828383,1,DeMarcus Cousins makes free throw 2 of 2,DeMarcus Cousins,regular,16-Dec,2015 - 2016,1,5:07
119 - 142,PHX - SAC,400828383,1,Marco Belinelli makes free throw 1 of 2,Marco Belinelli,regular,14 - 30,2015 - 2016,1,0:55
119 - 142,PHX - SAC,400828383,1,Marco Belinelli makes free throw 2 of 2,Marco Belinelli,regular,14 - 31,2015 - 2016,1,0:55
119 - 142,PHX - SAC,400828383,2,Devin Booker makes free throw 2 of 2,Devin Booker,regular,20 - 31,2015 - 2016,1,11:41
119 - 142,PHX - SAC,400828383,2,Devin Booker makes free throw 1 of 1,Devin Booker,regular,20 - 31,2015 - 2016,1,11:41
119 - 142,PHX - SAC,400828383,2,Kosta Koufos makes free throw 1 of 2,Kosta Koufos,regular,24 - 34,2015 - 2016,1,10:49
119 - 142,PHX - SAC,400828383,2,Kosta Koufos misses free throw 2 of 2,Kosta Koufos,regular,24 - 34,2015 - 2016,0,10:49
119 - 142,PHX - SAC,400828383,2,Ben McLemore makes free throw 1 of 2,Ben McLemore,regular,31 - 35,2015 - 2016,1,8:18
119 - 142,PHX - SAC,400828383,2,Ben McLemore makes free throw 2 of 2,Ben McLemore,regular,31 - 36,2015 - 2016,1,8:18
119 - 142,PHX - SAC,400828383,2,Kosta Koufos misses free throw 1 of 2,Kosta Koufos,regular,35 - 39,2015 - 2016,0,6:35
119 - 142,PHX - SAC,400828383,2,Kosta Koufos misses free throw 2 of 2,Kosta Koufos,regular,35 - 39,2015 - 2016,0,6:35
119 - 142,PHX - SAC,400828383,2,Devin Booker misses free throw 1 of 2,Devin Booker,regular,39 - 42,2015 - 2016,0,5:11
119 - 142,PHX - SAC,400828383,2,Devin Booker makes free throw 2 of 2,Devin Booker,regular,40 - 42,2015 - 2016,1,5:11
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 1 of 2,DeMarcus Cousins,regular,40 - 43,2015 - 2016,1,4:58
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 2 of 2,DeMarcus Cousins,regular,40 - 44,2015 - 2016,1,4:58
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins misses free throw 1 of 1,DeMarcus Cousins,regular,43 - 46,2015 - 2016,0,4:35
119 - 142,PHX - SAC,400828383,2,Brandon Knight makes free throw 1 of 2,Brandon Knight,regular,44 - 46,2015 - 2016,1,4:30
119 - 142,PHX - SAC,400828383,2,Brandon Knight makes free throw 2 of 2,Brandon Knight,regular,45 - 46,2015 - 2016,1,4:30
119 - 142,PHX - SAC,400828383,2,Jon Leuer makes free throw 1 of 2,Jon Leuer,regular,48 - 48,2015 - 2016,1,3:18
119 - 142,PHX - SAC,400828383,2,Jon Leuer makes free throw 2 of 2,Jon Leuer,regular,49 - 48,2015 - 2016,1,3:18
119 - 142,PHX - SAC,400828383,2,Brandon Knight misses free throw 1 of 1,Brandon Knight,regular,51 - 48,2015 - 2016,0,3:03
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 1 of 2,DeMarcus Cousins,regular,51 - 51,2015 - 2016,1,2:31
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 2 of 2,DeMarcus Cousins,regular,51 - 52,2015 - 2016,1,2:31
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 1 of 2,DeMarcus Cousins,regular,51 - 53,2015 - 2016,1,2:06
119 - 142,PHX - SAC,400828383,2,DeMarcus Cousins makes free throw 2 of 2,DeMarcus Cousins,regular,51 - 54,2015 - 2016,1,2:06
119 - 142,PHX - SAC,400828383,2,Brandon Knight makes technical free throw,Brandon Knight,regular,52 - 57,2015 - 2016,1,1:05
119 - 142,PHX - SAC,400828383,2,T.J. Warren misses free throw 1 of 2,T.J. Warren,regular,52 - 57,2015 - 2016,0,1:05
119 - 142,PHX - SAC,400828383,2,T.J. Warren makes free throw 2 of 2,T.J. Warren,regular,53 - 57,2015 - 2016,1,1:05
119 - 142,PHX - SAC,400828383,3,Tyson Chandler makes free throw 1 of 1,Tyson Chandler,regular,62 - 63,2015 - 2016,1,9:34
119 - 142,PHX - SAC,400828383,3,Brandon Knight makes technical free throw,Brandon Knight,regular,65 - 65,2015 - 2016,1,8:38
119 - 142,PHX - SAC,400828383,3,P.J. Tucker makes free throw 1 of 2,P.J. Tucker,regular,66 - 65,2015 - 2016,1,8:38
119 - 142,PHX - SAC,400828383,3,P.J. Tucker makes free throw 2 of 2,P.J. Tucker,regular,67 - 65,2015 - 2016,1,8:38
119 - 142,PHX - SAC,400828383,3,Rajon Rondo makes free throw 1 of 2,Rajon Rondo,regular,71 - 70,2015 - 2016,1,7:05
119 - 142,PHX - SAC,400828383,3,Rajon Rondo makes free throw 2 of 2,Rajon Rondo,regular,71 - 71,2015 - 2016,1,7:05
